locus	segsites1	pairlocus	segsites2	segsites
375504	5	289518	11	16
375506	12	5413	1	13
375509	4	375508	6	10
375524	1	375523	6	7
375535	5	375534	1	6
375542	6	375541	10	16
375566	2	375565	9	11
375571	8	375570	30	38
375581	4	375580	5	9
375591	6	375590	1	7
375593	1	375592	1	2
375599	3	375598	4	7
375615	6	375614	3	9
375618	3	375617	2	5
375623	3	375622	1	4
375651	3	375650	5	8
375655	6	375654	1	7
375669	5	5569	1	6
375673	4	375672	4	8
375676	5	375675	5	10
375681	3	375680	3	6
375683	4	375682	6	10
375685	4	813752	4	8
375689	7	289561	3	10
375694	3	375693	8	11
375711	2	289567	1	3
375729	1	375728	2	3
375731	3	375730	1	4
375740	2	375739	4	6
375742	6	375741	5	11
375748	5	375747	9	14
375751	1	375750	3	4
375753	1	375752	1	2
375772	5	375771	8	13
375775	1	375774	1	2
375786	1	5681	1	2
375797	5	375796	6	11
375799	2	375798	3	5
375810	4	375809	3	7
375812	1	5723	2	3
375815	4	375814	1	5
375827	1	375826	2	3
375830	3	5728	1	4
375842	1	375841	2	3
375847	3	375846	7	10
375849	7	375848	4	11
375855	1	375854	1	2
375857	3	375856	4	7
375864	7	375863	5	12
375872	4	375870	4	8
375875	4	375874	7	11
375880	3	5768	1	4
375897	1	5794	1	2
375904	7	375903	3	10
375913	8	375912	9	17
375916	5	375915	4	9
375920	4	375919	4	8
375946	6	375945	1	7
375949	4	813863	10	14
375952	2	375951	4	6
375957	12	375956	2	14
375966	1	375965	1	2
375974	4	375973	5	9
375977	11	375976	3	14
375980	1	375979	2	3
375986	5	375985	7	12
375990	1	375989	3	4
375993	2	375992	2	4
375999	3	375998	1	4
376001	1	376000	2	3
376008	3	376007	2	5
376012	4	376011	6	10
376015	5	376014	4	9
376018	3	376017	1	4
376022	11	376021	2	13
376027	4	376026	2	6
376053	7	376052	6	13
376056	4	376055	1	5
376065	6	376064	6	12
376069	10	376068	3	13
376074	3	376073	2	5
376077	1	376076	8	9
376081	1	376080	1	2
376108	2	376107	2	4
376115	2	376114	1	3
376117	3	376116	4	7
376119	2	376118	1	3
376121	3	376120	1	4
376126	1	376125	2	3
376136	8	376135	4	12
376142	2	813931	4	6
376148	1	376147	2	3
376151	2	376150	1	3
376156	2	376155	2	4
376163	1	376162	1	2
376170	15	376169	1	16
376175	3	376174	4	7
376187	2	376186	3	5
376190	2	376189	3	5
376195	1	376194	2	3
376199	2	376198	1	3
376204	3	376203	2	5
376223	2	6076	3	5
376226	1	376225	2	3
376237	5	376236	4	9
376241	3	376240	5	8
376249	3	376248	4	7
376256	2	376255	1	3
376257	3	813972	2	5
376259	1	376258	5	6
376262	4	6119	2	6
376265	3	376264	2	5
376268	3	6123	3	6
376270	3	376269	2	5
376283	2	376282	5	7
376293	7	376292	3	10
376299	2	376298	48	50
376307	1	376306	4	5
376312	11	376311	1	12
376315	1	376314	4	5
376336	1	376335	1	2
376338	1	376337	2	3
376355	1	376354	1	2
376358	2	376357	1	3
376368	6	376367	3	9
376394	2	376393	6	8
376398	2	376397	4	6
376401	4	376400	5	9
376414	5	376412	7	12
376429	44	376428	4	48
376431	6	376430	3	9
376433	2	376432	3	5
376438	9	376437	22	31
376454	5	376453	9	14
376463	7	376462	3	10
376467	1	6319	3	4
376484	2	376483	4	6
376486	2	376485	1	3
376488	1	814074	3	4
376491	7	376490	5	12
376512	4	6366	5	9
376515	1	376514	1	2
376522	2	814092	4	6
376539	1	376538	1	2
376544	1	376543	1	2
376551	1	6393	2	3
376556	1	376555	1	2
376568	2	376567	3	5
376575	13	376574	2	15
376580	2	6418	1	3
376595	3	376594	1	4
376627	7	376626	2	9
376651	3	376650	2	5
376652	1	6489	1	2
376671	1	376670	1	2
376683	3	376682	3	6
376700	1	6537	2	3
376710	1	376709	1	2
376717	1	376716	2	3
376722	2	376721	2	4
376735	1	376734	5	6
376742	3	376741	1	4
376775	2	376774	1	3
376777	1	376776	4	5
376784	4	376783	1	5
376792	1	376791	3	4
376794	3	376793	1	4
376799	1	376798	1	2
376806	1	376805	2	3
376825	1	289798	4	5
376832	1	6630	1	2
376836	2	376835	3	5
376844	1	376843	2	3
376851	1	376850	5	6
376864	2	376863	1	3
376878	4	376877	19	23
376879	2	814240	1	3
376882	1	6645	1	2
376896	20	376895	19	39
376903	5	376902	10	15
376906	1	376905	25	26
376917	2	376916	1	3
376925	2	6712	1	3
376929	1	376928	2	3
376946	1	376945	2	3
376952	1	376951	1	2
376973	3	376972	1	4
376984	6	376983	40	46
376992	5	376991	1	6
376994	4	6747	3	7
376999	1	376998	4	5
377011	1	377010	1	2
377014	2	377013	10	12
377026	1	377025	1	2
377040	1	377039	2	3
377053	2	377052	1	3
377079	1	377078	1	2
377084	2	377083	10	12
377102	1	6807	1	2
377117	1	377116	4	5
377119	1	6814	2	3
377123	1	377122	2	3
377131	3	377130	3	6
377166	1	6833	3	4
377172	1	377171	1	2
377179	1	377178	1	2
377181	2	377180	3	5
377190	1	377189	3	4
377193	4	377192	7	11
377195	2	377194	4	6
377201	6	377200	7	13
377211	8	377210	3	11
377213	2	6855	7	9
377215	5	377214	1	6
377217	5	377216	5	10
377220	2	377219	3	5
377221	2	289876	1	3
377230	2	377229	2	4
377237	6	377236	5	11
377245	1	377244	5	6
377247	1	6878	1	2
377252	3	377251	3	6
377254	1	377253	1	2
377264	2	377263	2	4
377269	3	377268	3	6
377271	1	377270	5	6
377276	1	377275	5	6
377278	1	377277	3	4
377283	4	377282	3	7
377293	6	377292	4	10
377319	1	377318	1	2
377338	2	377337	2	4
377343	3	6925	1	4
377346	3	377345	1	4
377368	1	6946	1	2
377377	1	377376	1	2
377383	2	377382	4	6
377389	2	377388	7	9
377398	2	377397	3	5
377403	1	377402	3	4
377409	1	6981	1	2
377411	3	377410	4	7
377414	5	377413	3	8
377427	6	377426	5	11
377430	2	377429	4	6
377434	1	377433	8	9
377438	1	377437	2	3
377455	3	377454	6	9
377458	6	377457	1	7
377462	7	377461	4	11
377484	1	377483	2	3
377487	4	377486	4	8
377488	1	7035	1	2
377501	2	377500	9	11
377508	2	377507	2	4
377511	3	377510	1	4
377520	5	377519	1	6
377524	2	377523	24	26
377534	5	377533	2	7
377538	4	377537	5	9
377541	8	377540	1	9
377544	3	377543	5	8
377553	2	377552	1	3
377565	1	377564	10	11
377570	9	377569	3	12
377575	2	377574	2	4
377582	1	377581	1	2
377586	1	377585	2	3
377597	1	377596	2	3
377602	1	377601	2	3
377607	3	377606	4	7
377611	2	377610	3	5
377613	2	377612	3	5
377616	1	377615	2	3
377618	5	377617	2	7
377620	6	377619	1	7
377623	16	377622	1	17
377629	6	377628	2	8
377631	7	377630	2	9
377640	10	377639	7	17
377644	14	377643	2	16
377648	6	7135	1	7
377659	8	289945	5	13
377676	10	7145	3	13
377678	5	377677	2	7
377680	10	377679	13	23
377689	5	377688	2	7
377696	1	377695	2	3
377712	4	377711	4	8
377716	2	377715	2	4
377723	6	377722	2	8
377725	2	377724	1	3
377730	5	377729	3	8
377733	3	377732	3	6
377736	2	377735	3	5
377739	2	377738	7	9
377752	2	377751	2	4
377757	2	377756	5	7
377758	3	289951	3	6
377761	5	377760	2	7
377769	2	7196	4	6
377775	2	377774	6	8
377778	2	377777	2	4
377781	3	377780	5	8
377785	2	377784	3	5
377787	5	377786	2	7
377789	3	377788	9	12
377792	6	377791	3	9
377799	13	377798	6	19
377802	4	377801	2	6
377808	2	377807	2	4
377810	2	377809	7	9
377818	12	377817	4	16
377824	10	377823	2	12
377827	2	377826	1	3
377831	10	377830	24	34
377833	7	377832	6	13
377835	10	377834	11	21
377849	3	377848	1	4
377854	8	377853	8	16
377857	4	377856	7	11
377860	12	377859	6	18
377864	7	377863	4	11
377866	20	377865	126	146
377868	5	377867	1	6
377872	5	377871	13	18
377882	3	377881	3	6
377886	1	377885	2	3
377888	4	377887	4	8
377894	1	377893	2	3
377898	5	7257	3	8
377899	8	7258	1	9
377901	1	377900	2	3
377912	2	377911	3	5
377928	6	7275	7	13
377933	3	377932	2	5
377939	3	377938	4	7
377942	3	377941	2	5
377945	3	377944	3	6
377948	3	377947	1	4
377949	1	7292	3	4
377956	3	377955	10	13
377964	3	377963	1	4
377967	3	377966	1	4
377975	2	377974	2	4
377979	3	377978	5	8
377981	4	377980	1	5
377993	3	377992	1	4
377999	2	377998	3	5
378009	12	378008	3	15
378016	2	378015	1	3
378023	1	378022	1	2
378025	3	7324	5	8
378028	1	378027	1	2
378030	5	378029	1	6
378038	3	378037	4	7
378053	3	378052	1	4
378056	1	378055	1	2
378065	1	378064	1	2
378072	3	7349	3	6
378086	2	378085	4	6
378089	7	378088	3	10
378122	7	378121	4	11
378125	1	378124	2	3
378133	6	378132	3	9
378141	2	378140	2	4
378153	3	378152	6	9
378160	2	378159	1	3
378168	2	378167	7	9
378172	6	378171	1	7
378176	3	378175	5	8
378181	9	378180	2	11
378202	3	378201	3	6
378214	5	378213	4	9
378218	5	378217	2	7
378223	6	7462	9	15
378227	3	378226	1	4
378233	3	814757	1	4
378239	7	378238	2	9
378244	5	378243	10	15
378247	8	378246	3	11
378254	3	378253	6	9
378257	5	378256	3	8
378261	3	378260	1	4
378264	6	378263	5	11
378266	12	378265	2	14
378276	2	378275	10	12
378281	4	378280	2	6
378288	11	378287	1	12
378296	3	7516	5	8
378304	7	378303	4	11
378307	5	378306	5	10
378310	10	7526	14	24
378314	3	378313	13	16
378315	9	290029	4	13
378321	3	378320	2	5
378325	7	7538	1	8
378330	4	378329	6	10
378336	5	378335	3	8
378340	4	378339	2	6
378342	5	378341	1	6
378344	4	378343	5	9
378348	3	378347	1	4
378350	5	378349	3	8
378354	9	378353	4	13
378357	3	378356	2	5
378358	2	7552	2	4
378361	3	7556	1	4
378363	4	7560	5	9
378369	6	378368	1	7
378374	2	7567	1	3
378376	9	378375	2	11
378382	2	378381	4	6
378396	7	378395	3	10
378398	3	378397	2	5
378400	4	378399	12	16
378411	1	378410	2	3
378417	4	378416	6	10
378426	1	378425	1	2
378439	1	378438	3	4
378453	4	378452	2	6
378457	2	378456	4	6
378459	7	378458	5	12
378471	5	378470	1	6
378473	2	378472	4	6
378475	5	378474	4	9
378479	1	378478	2	3
378482	1	378481	2	3
378492	5	7633	1	6
378502	1	378501	2	3
378503	2	814870	2	4
378507	1	378506	1	2
378517	3	7648	3	6
378518	3	7652	4	7
378521	4	378520	1	5
378529	5	378528	6	11
378531	8	378530	5	13
378539	7	378538	14	21
378545	9	378544	1	10
378551	3	378550	1	4
378556	16	814892	10	26
378569	6	378568	16	22
378573	7	378572	14	21
378578	2	378577	72	74
378586	1	378585	4	5
378589	5	378588	2	7
378594	1	378593	2	3
378607	8	378606	14	22
378610	2	378609	1	3
378612	1	378611	1	2
378615	1	378614	5	6
378632	4	378631	7	11
378634	11	378633	9	20
378637	10	378636	6	16
378652	7	378651	7	14
378659	4	378658	6	10
378664	2	378663	7	9
378675	8	378674	8	16
378676	7	7695	3	10
378681	5	378680	3	8
378682	6	814928	3	9
378686	9	814930	3	12
378691	5	378690	4	9
378701	8	378700	1	9
378705	3	378704	1	4
378709	8	378708	43	51
378717	3	378716	3	6
378721	3	378720	2	5
378734	4	814946	4	8
378737	7	7727	4	11
378745	4	378744	4	8
378768	4	378767	7	11
378771	8	7743	6	14
378783	2	7747	5	7
378792	3	378791	2	5
378795	7	378794	1	8
378799	4	7755	3	7
378811	5	378810	3	8
378814	3	378813	5	8
378820	3	378819	5	8
378828	5	378827	2	7
378830	4	378829	8	12
378838	5	7778	1	6
378859	5	378858	2	7
378872	7	7794	3	10
378881	3	378880	4	7
378885	4	378884	4	8
378890	13	378889	5	18
378892	4	378891	4	8
378900	1	378899	3	4
378906	7	378905	8	15
378907	2	378904	1	3
378917	3	378916	6	9
378920	3	7813	4	7
378922	3	378921	5	8
378929	3	378928	15	18
378931	6	378930	10	16
378937	5	378936	12	17
378951	10	815039	7	17
378961	2	378960	3	5
378965	1	378964	2	3
378974	4	378973	1	5
378978	2	7828	8	10
378987	2	378986	3	5
378996	7	378995	10	17
378998	5	378997	3	8
379006	5	7847	2	7
379008	21	379007	20	41
379013	4	379012	1	5
379036	3	379035	5	8
379039	6	379038	13	19
379046	2	379045	1	3
379063	1	379062	8	9
379064	1	7880	2	3
379066	3	7881	2	5
379076	3	379075	5	8
379090	2	379089	4	6
379098	1	379097	10	11
379101	5	379100	3	8
379107	5	379106	6	11
379109	10	379108	4	14
379116	2	379115	3	5
379129	2	379128	78	80
379137	9	379136	2	11
379139	3	379138	10	13
379141	6	379140	1	7
379148	2	379147	1	3
379157	1	379156	2	3
379159	6	379158	7	13
379164	2	379163	2	4
379165	7	815120	5	12
379170	2	379169	5	7
379177	5	379176	3	8
379182	12	379181	1	13
379185	3	379184	2	5
379187	4	379186	4	8
379189	7	379188	6	13
379196	3	379195	1	4
379201	2	379200	1	3
379204	1	379203	8	9
379217	5	379216	4	9
379223	1	379222	1	2
379225	4	379224	6	10
379233	1	379232	2	3
379237	6	379236	8	14
379244	4	379243	2	6
379267	9	379266	4	13
379280	1	379279	1	2
379289	5	379288	6	11
379296	10	7960	3	13
379302	3	379301	4	7
379307	4	379306	5	9
379312	5	379311	8	13
379315	6	379314	1	7
379322	8	379321	23	31
379326	8	379325	9	17
379330	15	379329	7	22
379334	3	379333	2	5
379338	4	379337	2	6
379341	1	379340	9	10
379358	3	8008	2	5
379370	4	379369	2	6
379372	2	379371	2	4
379379	7	379378	4	11
379381	4	379380	3	7
379399	1	379398	3	4
379401	7	379400	3	10
379402	1	8033	2	3
379407	1	379406	5	6
379421	16	379420	6	22
379427	5	379426	10	15
379432	1	379431	1	2
379465	1	379464	2	3
379467	1	379466	12	13
379492	2	379491	3	5
379499	2	379498	1	3
379501	8	379500	4	12
379507	2	379506	3	5
379523	8	379522	3	11
379540	3	379539	3	6
379541	3	815252	1	4
379545	2	379544	1	3
379558	8	379557	11	19
379564	4	290176	2	6
379568	2	379567	4	6
379570	7	379569	4	11
379576	5	379575	5	10
379580	1	379579	5	6
379581	6	8131	8	14
379582	9	8135	2	11
379585	4	8141	12	16
379588	3	379587	1	4
379597	4	379596	6	10
379599	3	379598	1	4
379601	1	8152	2	3
379604	7	379603	3	10
379612	3	379611	7	10
379617	11	379616	3	14
379630	2	379629	2	4
379649	4	379648	4	8
379653	7	379652	8	15
379663	1	379662	2	3
379666	10	8189	4	14
379674	4	379673	3	7
379676	2	379675	6	8
379689	1	379688	3	4
379692	12	379691	4	16
379694	3	379693	5	8
379709	2	379708	4	6
379713	21	379712	6	27
379720	3	379719	4	7
379744	2	379743	7	9
379748	3	379747	2	5
379755	7	379754	18	25
379757	1	379756	8	9
379761	5	379760	1	6
379762	3	8248	1	4
379767	2	379766	4	6
379785	3	379784	2	5
379787	6	379786	3	9
379795	4	815331	4	8
379808	3	379807	2	5
379813	3	379812	3	6
379821	2	379820	3	5
379826	3	8293	4	7
379828	2	379827	2	4
379831	6	379830	2	8
379839	1	379838	1	2
379845	2	379844	1	3
379861	5	379860	3	8
379881	1	8333	1	2
379883	1	379882	2	3
379888	2	8334	3	5
379894	5	379893	6	11
379898	10	379897	4	14
379900	6	379899	3	9
379905	4	379904	1	5
379907	2	379906	4	6
379909	4	379908	2	6
379918	3	379917	3	6
379921	4	379920	4	8
379924	3	379923	3	6
379927	1	379926	2	3
379932	3	379931	2	5
379937	43	379936	2	45
379940	10	379939	9	19
379941	3	8362	3	6
379943	3	379942	3	6
379944	3	815379	5	8
379947	7	379946	2	9
379953	7	379952	4	11
379969	6	290239	4	10
379972	1	8377	18	19
379979	1	379978	2	3
379985	2	379984	2	4
379996	2	8385	2	4
380003	1	380002	4	5
380011	6	380010	1	7
380014	3	380013	6	9
380030	1	380029	1	2
380042	1	380041	6	7
380048	1	815424	2	3
380051	3	380050	3	6
380054	3	380053	5	8
380056	9	380055	4	13
380058	4	8421	6	10
380072	4	380071	1	5
380083	1	8471	1	2
380088	14	8477	4	18
380099	8	380098	5	13
380102	1	380101	3	4
380105	4	380104	2	6
380120	2	380119	2	4
380133	3	380132	2	5
380154	4	380153	2	6
380169	5	380168	3	8
380172	2	380171	3	5
380174	3	380173	5	8
380176	3	380175	4	7
380183	8	380182	2	10
380195	2	380194	1	3
380206	2	380205	3	5
380219	2	380218	2	4
380222	2	380221	1	3
380230	2	380229	1	3
380236	7	380235	1	8
380238	4	380237	8	12
380243	9	290287	6	15
380245	2	380244	4	6
380262	3	380261	7	10
380268	1	380267	1	2
380324	15	815555	3	18
380339	1	380338	3	4
380341	3	380340	1	4
380344	1	380343	4	5
380357	2	380356	1	3
380361	1	380360	5	6
380369	1	380368	3	4
380377	3	380376	14	17
380381	3	380380	5	8
380410	6	290319	5	11
380418	14	8691	1	15
380421	2	380420	5	7
380422	6	290321	2	8
380429	4	380428	7	11
380433	7	380432	5	12
380447	2	290325	3	5
380457	4	380456	1	5
380461	7	380460	8	15
380463	5	380462	1	6
380467	1	380466	4	5
380470	4	380469	3	7
380482	5	380481	2	7
380486	2	380485	3	5
380490	1	380489	4	5
380494	6	380493	1	7
380504	2	8764	4	6
380505	7	8767	2	9
380511	1	380510	1	2
380518	2	380517	3	5
380524	6	380523	6	12
380527	3	380526	6	9
380528	2	290342	4	6
380531	3	380530	3	6
380533	3	380532	1	4
380535	1	380534	1	2
380540	3	380539	1	4
380545	1	380544	12	13
380563	1	380562	1	2
380566	2	380565	2	4
380582	6	380581	6	12
380585	1	380584	4	5
380588	1	380587	6	7
380592	1	380591	10	11
380600	3	380599	2	5
380616	1	8829	4	5
380626	2	380625	3	5
380634	3	8850	4	7
380649	10	380648	5	15
380659	6	380658	1	7
380661	12	380660	3	15
380663	1	380662	1	2
380665	1	8893	3	4
380667	3	380666	8	11
380669	8	815694	6	14
380673	9	380672	12	21
380674	12	815695	6	18
380676	7	8902	1	8
380688	3	380687	2	5
380690	1	8920	1	2
380691	3	290378	8	11
380696	4	8924	4	8
380705	5	380704	4	9
380718	3	380717	4	7
380722	10	380721	7	17
380726	3	380725	3	6
380731	2	380730	5	7
380737	5	8958	1	6
380739	4	8963	9	13
380745	5	8966	4	9
380750	11	380749	6	17
380753	2	380752	4	6
380766	3	380765	3	6
380773	3	380772	3	6
380777	3	380776	2	5
380784	7	380783	9	16
380786	7	380785	6	13
380789	2	380788	1	3
380791	6	380790	72	78
380793	9	380792	7	16
380800	4	9025	3	7
380804	3	380803	4	7
380810	2	380809	4	6
380825	4	380824	4	8
380836	2	380835	3	5
380846	7	380845	10	17
380849	26	380848	2	28
380871	2	380870	2	4
380880	4	380879	3	7
380885	1	380884	1	2
380895	2	380894	5	7
380900	3	380899	3	6
380912	1	380911	1	2
380925	5	380924	3	8
380940	2	380939	2	4
380956	13	380955	3	16
380958	2	380957	3	5
380960	3	9149	2	5
380973	2	380972	3	5
380978	4	380977	4	8
380982	3	380981	4	7
380990	7	380989	2	9
380999	2	380998	1	3
381001	6	9167	3	9
381025	4	9186	4	8
381028	5	381027	3	8
381043	2	381042	2	4
381050	3	381049	4	7
381051	13	9212	1	14
381054	7	381053	2	9
381060	1	381059	12	13
381080	3	381079	3	6
381110	5	381109	3	8
381115	1	381114	7	8
381118	6	381117	1	7
381121	27	381120	1	28
381132	7	381131	1	8
381138	1	381137	4	5
381141	11	381140	2	13
381157	3	381156	2	5
381162	7	381161	9	16
381165	6	381164	3	9
381170	5	381169	5	10
381178	2	381177	1	3
381180	4	381179	2	6
381187	4	381186	3	7
381189	4	9340	76	80
381192	5	381191	5	10
381228	2	381227	3	5
381273	3	381272	2	5
381285	6	381284	5	11
381301	4	381300	3	7
381309	4	381308	4	8
381310	6	815926	2	8
381315	3	381314	4	7
381326	3	381325	1	4
381330	7	381329	2	9
381338	8	381337	5	13
381344	3	381343	15	18
381349	5	381348	1	6
381352	7	381351	5	12
381357	4	381356	1	5
381366	13	381365	6	19
381369	2	381368	11	13
381374	4	381373	12	16
381384	1	815951	4	5
381386	9	9603	3	12
381393	4	381392	9	13
381399	2	381398	7	9
381400	5	9615	1	6
381402	4	381401	1	5
381408	9	381407	4	13
381431	4	381430	7	11
381436	12	381435	3	15
381442	1	381441	7	8
381444	1	381443	5	6
381451	7	381450	1	8
381456	2	381455	3	5
381461	3	381460	2	5
381466	3	815982	2	5
381469	7	381468	7	14
381472	4	381471	3	7
381475	4	381474	1	5
381478	4	381477	1	5
381484	6	381483	3	9
381494	1	381493	3	4
381498	1	381497	1	2
381504	8	381503	4	12
381519	3	381518	9	12
381524	1	381523	2	3
381526	5	990970	4	9
381544	4	381543	4	8
381555	2	381554	2	4
381559	5	381558	2	7
381561	5	381560	1	6
381563	4	381562	9	13
381570	10	381569	4	14
381575	7	9766	1	8
381577	2	381576	3	5
381579	6	381578	7	13
381586	6	9780	1	7
381592	5	381591	2	7
381598	7	9790	3	10
381601	4	381600	5	9
381607	5	381606	8	13
381612	1	381611	3	4
381613	9	9807	4	13
381619	2	381618	6	8
381625	12	381624	7	19
381650	3	9850	1	4
381656	1	381655	4	5
381667	3	381666	4	7
381672	5	381671	2	7
381684	6	381683	5	11
381710	7	381709	5	12
381711	16	9945	16	32
381713	21	381712	7	28
381715	2	381714	4	6
381734	1	381733	3	4
381749	2	381748	3	5
381750	4	9967	5	9
381779	4	381778	6	10
381782	5	381781	4	9
381783	2	816118	3	5
381789	1	381788	3	4
381796	14	381795	4	18
381804	5	381803	1	6
381818	4	381817	3	7
381830	3	381829	2	5
381858	6	381857	4	10
381863	5	381862	1	6
381871	1	381870	2	3
381878	1	381877	2	3
381880	2	381879	7	9
381882	1	381881	2	3
381883	5	10098	11	16
381904	4	381903	2	6
381911	2	381910	1	3
381913	3	381912	3	6
381915	4	381914	2	6
381921	7	381920	4	11
381929	6	381928	11	17
381930	4	816168	9	13
381971	2	381970	2	4
381981	2	10178	12	14
381984	1	381983	3	4
381989	5	381988	9	14
381994	2	381993	3	5
382006	2	382005	3	5
382014	1	382013	1	2
382017	1	382016	1	2
382054	6	382053	4	10
382057	10	382056	6	16
382065	4	382064	4	8
382075	2	10265	3	5
382083	5	382082	2	7
382085	1	382084	2	3
382092	1	382091	3	4
382097	7	382096	8	15
382099	2	382098	6	8
382111	4	10302	1	5
382117	1	382116	1	2
382132	2	382131	3	5
382141	4	10328	14	18
382155	3	382154	8	11
382170	1	382169	5	6
382172	4	382171	1	5
382175	8	382174	1	9
382177	4	382176	2	6
382180	2	382179	2	4
382193	7	10383	1	8
382199	2	382198	2	4
382230	4	382229	1	5
382233	4	382232	1	5
382237	1	382236	5	6
382242	3	382241	3	6
382245	4	382244	7	11
382248	3	382247	2	5
382250	5	10446	5	10
382252	1	382251	2	3
382265	1	816321	1	2
382280	1	382279	3	4
382282	1	382281	5	6
382285	9	382284	9	18
382295	4	382294	2	6
382298	2	290714	19	21
382307	2	382306	4	6
382309	4	382308	7	11
382317	1	382316	2	3
382319	2	382318	3	5
382325	3	382324	6	9
382329	3	382328	5	8
382333	1	10531	3	4
382334	1	10533	2	3
382336	1	382335	2	3
382341	4	382339	11	15
382361	2	382360	2	4
382363	4	382362	3	7
382386	2	382385	1	3
382388	3	382387	5	8
382401	2	382400	3	5
382406	2	382405	7	9
382410	2	382409	1	3
382412	3	382411	1	4
382418	1	382417	3	4
382427	6	382426	10	16
382433	5	382432	2	7
382440	1	382439	3	4
382465	1	382464	1	2
382503	3	382502	2	5
382515	1	382514	1	2
382526	10	382525	7	17
382528	5	10724	4	9
382540	6	382539	7	13
382545	5	382544	5	10
382552	1	382551	3	4
382567	5	382566	16	21
382589	4	382588	3	7
382607	18	382606	7	25
382640	7	10829	8	15
382652	6	382651	1	7
382661	3	382660	2	5
382677	6	382676	11	17
382684	3	382683	3	6
382690	2	382689	2	4
382700	5	382699	2	7
382712	2	382711	2	4
382714	1	382713	5	6
382716	1	382715	1	2
382721	1	382720	1	2
382728	1	382727	3	4
382731	1	10935	2	3
382738	7	382737	5	12
382745	1	382744	3	4
382748	1	382747	1	2
382750	2	816538	26	28
382753	3	382752	1	4
382761	2	382760	1	3
382765	11	816544	2	13
382776	2	382775	6	8
382781	2	382780	6	8
382784	6	382783	1	7
382797	2	382796	1	3
382811	4	816561	1	5
382820	1	382819	2	3
382821	3	816564	2	5
382843	2	382842	5	7
382851	5	382850	3	8
382859	3	382858	15	18
382873	3	11049	12	15
382879	2	382878	7	9
382885	3	816582	2	5
382887	2	382886	1	3
382889	2	382888	3	5
382895	2	382894	4	6
382898	5	382897	4	9
382901	3	382900	3	6
382908	5	382907	3	8
382919	2	382918	4	6
382922	5	11090	3	8
382927	3	290870	2	5
382929	2	382928	4	6
382932	3	382931	6	9
382944	2	382943	3	5
382961	5	382960	1	6
382963	3	11133	3	6
382970	6	382969	7	13
382977	8	382976	2	10
382981	10	382980	5	15
382989	5	382988	2	7
383010	5	383009	2	7
383012	6	383011	1	7
383021	3	383020	6	9
383027	5	383026	5	10
383030	4	383029	5	9
383038	2	290896	2	4
